,Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
4987,107988,125018,Daily,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,1,Not interested in energy drinks,Bepsi,Effectiveness,Healthier alternatives,Guarana,No,No,TV commercials,Compact and portable cans,No,Above 150,Online retailers,Social outings/parties
4988,107989,125019,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,2,Unfamiliar with the brand,Cola-Coka,Other,Other,Vitamins,Yes,Yes,Outdoor billboards,Innovative bottle design,No,Above 150,Gyms and fitness centers,Studying/working late
4989,107990,125020,Daily,Throughout the day,To combat fatigue,No,Neutral,Not sure,Yes,2,Not available locally,Bepsi,Availability,Healthier alternatives,Caffeine,Yes,Yes,Other,Compact and portable cans,No,50-99,Supermarkets,Driving/commuting
4990,107991,125021,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Healthy,No,3,Other,Cola-Coka,Availability,Wider range of flavors,Sugar,Yes,Yes,Online ads,Collectible packaging,Not Sure,Below 50,Supermarkets,Sports/exercise
4991,107992,125022,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Not sure,No,5,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Vitamins,No,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Online retailers,Social outings/parties
4992,107993,125023,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Negative,Not sure,Yes,2,Not available locally,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,No,Yes,Other,Eco-friendly design,No,50-99,Online retailers,Social outings/parties
4993,107994,125024,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Dangerous,Yes,5,Other,Bepsi,Other,Wider range of flavors,Caffeine,No,Yes,Other,Eco-friendly design,Not Sure,50-99,Supermarkets,Studying/working late
4994,107995,125025,Rarely,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,Yes,3,Not available locally,Bepsi,Availability,Reduced sugar content,Sugar,No,Yes,Outdoor billboards,Innovative bottle design,No,Below 50,Supermarkets,Social outings/parties
4995,107996,125026,Once a week,Throughout the day,To boost performance,Yes,Neutral,Not sure,Yes,1,Not available locally,Cola-Coka,Effectiveness,Wider range of flavors,Caffeine,No,Yes,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
4996,107997,125027,Rarely,For mental alertness,To combat fatigue,No,Neutral,Dangerous,Yes,4,Not available locally,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
4997,107998,125028,Daily,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,No,4,Health concerns,Sky 9,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Innovative bottle design,Yes,Below 50,Local stores,Other
4998,107999,125029,Once a week,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,No,3,Health concerns,Others,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Outdoor billboards,Collectible packaging,Not Sure,Above 150,Supermarkets,Social outings/parties
4999,108000,125030,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Not sure,No,3,Not available locally,Gangster,Availability,Healthier alternatives,Vitamins,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
5000,108001,125031,2-3 times a week,Throughout the day,To combat fatigue,No,Positive,Not sure,Yes,4,Health concerns,CodeX,Effectiveness,Healthier alternatives,Sugar,No,Yes,Print media,Compact and portable cans,Not Sure,Below 50,Other,Social outings/parties
5001,108002,125032,Daily,Before exercise,Increased energy and focus,Yes,Positive,Effective,No,4,Health concerns,Bepsi,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
5002,108003,125033,Once a week,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,No,3,Not available locally,Bepsi,Availability,Reduced sugar content,Sugar,Yes,Not Sure,Print media,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late
5003,108004,125034,2-3 times a month,To stay awake during work/study,To boost performance,Yes,Negative,Dangerous,No,5,Unfamiliar with the brand,Cola-Coka,Other,Reduced sugar content,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,Below 50,Supermarkets,Social outings/parties
5004,108005,125035,Rarely,Throughout the day,To boost performance,No,Neutral,Dangerous,No,2,Not interested in energy drinks,Bepsi,Other,More natural ingredients,Vitamins,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Sports/exercise
5005,108006,125036,2-3 times a week,For mental alertness,To combat fatigue,Yes,Negative,Effective,No,4,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Other,Sports/exercise
5006,108007,125037,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Positive,Not sure,No,4,Unfamiliar with the brand,Gangster,Other,Healthier alternatives,Sugar,Yes,Yes,Online ads,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late
5007,108008,125038,2-3 times a week,Throughout the day,Increased energy and focus,No,Negative,Not sure,No,3,Not available locally,Sky 9,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
5008,108009,125039,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Not sure,No,3,Health concerns,Bepsi,Effectiveness,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
5009,108010,125040,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Caffeine,Yes,No,TV commercials,Collectible packaging,No,Below 50,Online retailers,Driving/commuting
5010,108011,125041,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,3,Not interested in energy drinks,Sky 9,Availability,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Eco-friendly design,Yes,50-99,Online retailers,Sports/exercise
5011,108012,125042,2-3 times a month,For mental alertness,To enhance sports performance,No,Neutral,Effective,No,1,Health concerns,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Local stores,Sports/exercise
5012,108013,125043,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,No,4,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Other,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
5013,108014,125044,Once a week,Throughout the day,To boost performance,No,Neutral,Not sure,No,4,Not interested in energy drinks,Sky 9,Taste/flavor preference,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Collectible packaging,Not Sure,Above 150,Online retailers,Sports/exercise
5014,108015,125045,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,Yes,2,Not available locally,Bepsi,Availability,Healthier alternatives,Vitamins,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Studying/working late
5015,108016,125046,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Other,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
5016,108017,125047,Daily,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,No,4,Not available locally,Sky 9,Effectiveness,Reduced sugar content,Sugar,Yes,No,TV commercials,Eco-friendly design,Yes,50-99,Online retailers,Studying/working late
5017,108018,125048,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,5,Health concerns,Cola-Coka,Taste/flavor preference,Other,Caffeine,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Local stores,Sports/exercise
5018,108019,125049,Daily,Throughout the day,To combat fatigue,No,Positive,Healthy,No,4,Unfamiliar with the brand,Bepsi,Brand reputation,Wider range of flavors,Guarana,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
5019,108020,125050,2-3 times a week,Before exercise,Other,Yes,Neutral,Healthy,No,3,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Vitamins,No,Not Sure,Other,Innovative bottle design,Not Sure,50-99,Online retailers,Studying/working late
5020,108021,125051,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Not available locally,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Other,Innovative bottle design,No,100-150,Gyms and fitness centers,Studying/working late
5021,108022,125052,Rarely,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,No,3,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Collectible packaging,No,50-99,Online retailers,Social outings/parties
5022,108023,125053,Rarely,Before exercise,Other,Yes,Neutral,Dangerous,Yes,3,Not available locally,Blue Bull,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,Yes,Print media,Collectible packaging,Not Sure,50-99,Supermarkets,Studying/working late
5023,108024,125054,Daily,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,4,Health concerns,CodeX,Effectiveness,Other,Caffeine,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
5024,108025,125055,2-3 times a month,Before exercise,Other,No,Neutral,Effective,Yes,5,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,Yes,Other,Eco-friendly design,Yes,50-99,Online retailers,Sports/exercise
5025,108026,125056,Daily,Before exercise,To boost performance,Yes,Positive,Effective,No,3,Unfamiliar with the brand,Bepsi,Other,More natural ingredients,Vitamins,Yes,No,TV commercials,Compact and portable cans,Not Sure,Below 50,Online retailers,Studying/working late
5026,108027,125057,Daily,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,Yes,2,Unfamiliar with the brand,Bepsi,Brand reputation,More natural ingredients,Caffeine,Yes,No,Online ads,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
5027,108028,125058,2-3 times a week,Before exercise,Other,Yes,Neutral,Healthy,No,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Other,Vitamins,No,Yes,Other,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
5028,108029,125059,Rarely,Throughout the day,To enhance sports performance,No,Neutral,Dangerous,Yes,3,Unfamiliar with the brand,Bepsi,Effectiveness,More natural ingredients,Vitamins,No,No,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Sports/exercise
5029,108030,125060,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,No,2,Health concerns,Bepsi,Availability,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Studying/working late
5030,108031,125061,Daily,Before exercise,To boost performance,Yes,Neutral,Effective,No,4,Not interested in energy drinks,Cola-Coka,Availability,Wider range of flavors,Vitamins,No,No,Online ads,Other,No,50-99,Online retailers,Social outings/parties
5031,108032,125062,Rarely,Before exercise,To combat fatigue,No,Positive,Dangerous,Yes,2,Not interested in energy drinks,Bepsi,Other,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,Above 150,Supermarkets,Social outings/parties
5032,108033,125063,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,1,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Sugar,No,No,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
5033,108034,125064,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,2,Other,Cola-Coka,Effectiveness,Wider range of flavors,Guarana,Yes,Yes,Print media,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
5034,108035,125065,2-3 times a week,To stay awake during work/study,To boost performance,No,Negative,Not sure,No,1,Health concerns,Gangster,Brand reputation,Other,Vitamins,Yes,Yes,Other,Collectible packaging,Not Sure,50-99,Online retailers,Social outings/parties
5035,108036,125066,Rarely,Throughout the day,To combat fatigue,Yes,Positive,Effective,No,5,Not available locally,Sky 9,Availability,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Sports/exercise
5036,108037,125067,Once a week,For mental alertness,To combat fatigue,No,Negative,Not sure,No,5,Not interested in energy drinks,Cola-Coka,Other,Wider range of flavors,Sugar,No,No,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
5037,108038,125068,Daily,Before exercise,To boost performance,No,Neutral,Dangerous,No,3,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,Other,Caffeine,No,Not Sure,Other,Collectible packaging,Not Sure,100-150,Supermarkets,Social outings/parties
5038,108039,125069,2-3 times a week,Before exercise,To combat fatigue,No,Positive,Healthy,No,3,Not interested in energy drinks,Others,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,Not Sure,50-99,Local stores,Studying/working late
5039,108040,125070,Rarely,Before exercise,Other,Yes,Neutral,Dangerous,No,3,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Guarana,No,Yes,TV commercials,Collectible packaging,Yes,100-150,Supermarkets,Sports/exercise
5040,108041,125071,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,1,Not interested in energy drinks,Cola-Coka,Brand reputation,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Studying/working late
5041,108042,125072,2-3 times a week,Before exercise,To boost performance,Yes,Negative,Effective,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
5042,108043,125073,Daily,To stay awake during work/study,To enhance sports performance,No,Positive,Effective,Yes,4,Health concerns,Gangster,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,Other,Collectible packaging,No,100-150,Gyms and fitness centers,Sports/exercise
5043,108044,125074,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,Yes,3,Health concerns,Others,Brand reputation,Reduced sugar content,Guarana,Yes,Not Sure,Online ads,Collectible packaging,No,50-99,Local stores,Sports/exercise
5044,108045,125075,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,No,1,Not interested in energy drinks,Others,Other,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Social outings/parties
